,Latitude,Longitude
0,55.65748322078714,37.65289238733149
1,55.797028692539214,37.54852972286924
2,55.86353199472819,37.36947841824063
3,55.888999163609185,37.6764066956176
4,55.52208935801708,37.55167450220396
5,55.70722958126541,37.37723279190348
6,55.726381904517915,37.77851812182006
7,55.67663011273941,37.73561476658368
8,55.49758911929719,37.59269357245187
9,55.69740733336341,37.731448149267855
10,55.82013591239476,37.72874471874274
11,55.71927380172954,37.80326706330095
12,55.827219263140194,37.67083000065185
13,55.63941109608519,37.61533953898602
14,55.89943817516663,37.55131394277362
15,55.61352035323967,37.67293077841989
16,55.72318892983574,37.628020932356506
17,55.73467983273743,37.76208483829668
18,55.8925947499543,37.506138448669496
19,55.713914507623834,37.422232079827594
20,55.606134741433564,37.55181695992805
21,55.79627275026208,37.61764582020208
22,55.80363078671444,37.3727800811101
23,55.83500955454418,37.72909714662428
24,55.84721618723098,37.44439237995178
25,55.850536151966274,37.58415562247842
26,55.759284218012084,37.572657570140144
27,55.78394408511383,37.43326574875776
28,55.700366307570704,37.493779304210044
29,55.64879838653734,37.77361606832739
30,55.648636867158,37.584821164960736
31,55.59863803759747,37.532380934704015
32,55.70911013958899,37.5308802180571
33,55.770660878290265,37.60756857507306
34,55.83552348594832,37.714957238063015
35,55.78065369564323,37.51165099599322
36,55.791130255087964,37.448588688630394
37,55.75849037904622,37.84042790010212
38,55.6585095570515,37.71822631452327
39,55.63685487929086,37.382317926802344
40,55.69830120239348,37.45452950312596
41,55.88083585452548,37.57424285079855
42,55.87084273826967,37.434698969501746
43,55.700750258328114,37.495037476859764
44,55.80180024664503,37.578697402000564
45,55.86408466545516,37.665869840305135
46,55.81003859319311,37.543965257755275
47,55.72735847909565,37.86329620458987
48,55.70026950235156,37.606761224926124
49,55.7093274549414,37.81584629351308
50,55.71338730529712,37.91732780382659
51,55.62992256393272,37.75646717093597
52,55.690906096496796,37.549658909523146
53,55.80865034371126,37.827105403375796
54,55.53535163876405,37.51696926155059
55,55.62607223489231,37.66351172646914
56,55.6601773659574,37.54014805545473
57,55.836952895044654,37.35970661269309
58,55.804448863370204,37.83852801269581
59,55.860170690697075,37.367626349785176
60,55.70154990165382,37.65209649365433
61,55.78863977031984,37.76380785959206
62,55.80221384595566,37.59867237042014
63,55.81156233532184,37.73197584052173
64,55.66029680477628,37.68788349424557
65,55.78596503924663,37.45913331668307
66,55.82560646228664,37.36062002979557
67,55.826594545318216,37.760632715435776
68,55.70049231829115,37.43073125656515
69,55.6852999844287,37.7374677805311
70,55.7858641166874,37.78500702744317
71,55.73794100969693,37.79275241282159
72,55.76430708675085,37.66390245606231
73,55.83072420269126,37.65285512994943
74,55.682253906540346,37.598223873245026
75,55.71714084077622,37.798531945482225
76,55.74604370744062,37.37366751740403
77,55.6442968319429,37.58462058917359
78,55.76246434484465,37.48636689869227
79,55.86392416038158,37.421694570800256
80,55.63276252717679,37.54984465585542
81,55.84397427251655,37.359548904945804
82,55.74935675705297,37.49094276416391
83,55.55069221279934,37.5845245121786
84,55.698909361386896,37.677171281384496
85,55.6074499458152,37.52607656575566
86,55.63969620749367,37.70252361014937
87,55.71182508793589,37.78360967010647
88,55.72429989289829,37.49485074874296
89,55.65921112328716,37.45037992572198
90,55.790857747863015,37.43869629375393
91,55.67967574719395,37.55652923641014
92,55.702550726146534,37.418453604986226
93,55.75175927602494,37.72140495173463
94,55.525022092256606,37.52914307739908
95,55.77597650217365,37.542460247349524
96,55.71497374895405,37.645813020451506
97,55.75354243199111,37.637273470335515
98,55.680812116150435,37.64757946206757
99,55.761062462210376,37.613418192958235
100,55.73466645644445,37.65953480086406
101,55.68071417471903,37.77395444468735
102,55.71996076046103,37.679948985880586
103,55.6993641737799,37.53542398801764
104,55.7690127430888,37.47322767075859
105,55.692580705138695,37.83287658530964
106,55.723012075864524,37.53703235199724
107,55.595277120139954,37.61252578816231
108,55.83289111136328,37.64863941803044
109,55.68162889868256,37.42695813853221
110,55.81139249198345,37.7344447435625
111,55.85072478290559,37.35402865637788
112,55.859337686055525,37.48846524738538
113,55.715371290991506,37.40585046458877
114,55.84658263191104,37.707456613005476
115,55.67225965671413,37.72727862107776
116,55.7067651137609,37.66142306955434
117,55.80176386109413,37.72214456697927
118,55.71891614671015,37.74430605669303
119,55.71595807920126,37.544599660173894
120,55.84814291183686,37.39997286079336
121,55.711008441307264,37.56536743725504
122,55.58055898171428,37.61000611817024
123,55.76867901883797,37.49023827074355
124,55.777379280005356,37.43387406875
125,55.67514508166183,37.475859622310224
126,55.73617160744635,37.48774233777763
127,55.76681963238296,37.41115923367832
128,55.87572072109899,37.55232001444542
129,55.75670461196017,37.61890279058706
130,55.85236326772114,37.627901852727526
131,55.69871364201115,37.558619317139275
132,55.65546290255166,37.358108285103704
133,55.689383951235875,37.48332612339357
134,55.76761351063488,37.58531424622365
135,55.61599697066721,37.62753699107564
136,55.70869000165672,37.502111832764875
137,55.59283435019299,37.71928711202857
138,55.81567183992625,37.60744019615278
139,55.814959261920734,37.78410383661675
140,55.6489342993773,37.81267131372625
141,55.691496380436334,37.48217884243185
142,55.69861195321281,37.372073861331714
143,55.70232914723142,37.850372151606244
144,55.68493663428667,37.53524172866124
145,55.646166297557905,37.47809097304076
146,55.82163192445422,37.766088557918685
147,55.760257440248054,37.41732562087658
148,55.65291706655536,37.77971600113314
149,55.68559253556789,37.34245356610559
150,55.65177791130483,37.7208287356549
151,55.79568649378081,37.32776139842209
152,55.81822235792557,37.654524776114954
153,55.64903112728468,37.83241159057726
154,55.71288733715167,37.79574974491625
155,55.754569768122764,37.76518420935628
156,55.87976244457368,37.61845472776193
157,55.798818899313446,37.686176127121364
158,55.860918865006894,37.58181561630099
159,55.75677219665646,37.53060968442632
160,55.787485081429594,37.45172844163398
161,55.732010978484595,37.70567485599989
162,55.65105096012287,37.51523886302101
163,55.78473014011062,37.62776384054755
164,55.66154758535322,37.38128435063266
165,55.78167416040521,37.741443863869726
166,55.71837054232968,37.67750432347046
167,55.84085417873145,37.750127815012455
168,55.85814238226536,37.600701890023025
169,55.71109656171377,37.54777187486847
170,55.53851351006615,37.55556666811386
171,55.71719908415543,37.914376366900356
172,55.663748791338605,37.61879555454226
173,55.762640747488575,37.428558746849035
174,55.7227957705473,37.753238292306776
175,55.750109319547626,37.82035639098514
176,55.677205669094775,37.48849849883006
177,55.75124432393209,37.76765022727182
178,55.66650825121392,37.83781590061547
179,55.77470248278299,37.53442357811948
180,55.60895438442881,37.60113473714932
181,55.795285116858715,37.41968318584015
182,55.514713884974896,37.55107434096369
183,55.550206904714564,37.58344123684684
184,55.804689302890296,37.35444941371623
185,55.70330073321005,37.49832384612076
186,55.66382289183642,37.64754748291695
187,55.667894150040794,37.593850531707815
188,55.61626738810717,37.52429698846718
189,55.73147328592327,37.62668014112346
190,55.73063050920035,37.70611836026344
191,55.93870802055184,37.364017034099476
192,55.832469708213885,37.69609496364061
193,55.809566986186496,37.39592182537283
194,55.65520619841115,37.70891757664755
195,55.85351742962012,37.586702133213755
196,55.853146735409055,37.63939062515987
197,55.71897273764613,37.725596032079615
198,55.65974121304943,37.66606012649541
199,55.70741781252223,37.77313103081728
200,55.82098168160896,37.72083913444377
201,55.717356390402216,37.914307966317146
202,55.679196081651874,37.658704562342116
203,55.79170424126716,37.6909521365407
204,55.62804873177722,37.57047563699014
205,55.6381719285643,37.40667154062672
206,55.91624888752031,37.38829835073711
207,55.91256718528843,37.53428762586813
208,55.80456909762156,37.59190776915635
209,55.59148203391954,37.603609029835454
210,55.84734438440558,37.65336706564817
211,55.84973526173301,37.782809259948316
212,55.67920953813626,37.851175489713945
213,55.65840462821422,37.37168698159373
214,55.74917482142742,37.540443130333166
215,55.62066074362775,37.48101535932297
216,55.814537108171606,37.66648816884862
217,55.65502771914278,37.472115044296174
218,55.816684733177034,37.603915597578634
219,55.776551472920175,37.5550584986536
220,55.672252559270234,37.604652484303024
221,55.793299511135714,37.429233327624324
222,55.68851535017759,37.607484296140626
223,55.67476963902555,37.63406214719497
224,55.84126553344469,37.62033580227052
225,55.91477571061038,37.539324191806145
226,55.498534356832884,37.573872618265206
227,55.846645384651225,37.72502864547939
228,55.70672411383922,37.48613370562488
229,55.75172978398449,37.443939265816766
230,55.64698259410337,37.764901803450705
231,55.507731061804705,37.59710136794894
232,55.63255265417367,37.525533281331974
233,55.67350637245676,37.4526467459348
234,55.82419057492949,37.546786556322886
235,55.62838243829043,37.71766382351862
236,55.632351460266776,37.732265881734705
237,55.7436605630422,37.54890998910408
238,55.70820406433439,37.67049359205935
239,55.58032057940634,37.650942566913905
240,55.85150344427366,37.612973397331785
241,55.81991083189278,37.570174598755024
242,55.871568830558694,37.52937597109867
243,55.58816095337744,37.602060610299475
244,55.8816990904976,37.7147357808411
245,55.714934528410716,37.586111039360546
246,55.6291807006787,37.75985904777965
247,55.73787777902217,37.613198347906504
248,55.827800107916715,37.70896895822333
249,55.65439054878637,37.73229760307361
250,55.907932353750965,37.592866289342616
251,55.729567871972314,37.505491618703175
252,55.755603224857616,37.67276985045429
253,55.76415765448224,37.60757506518666
254,55.662760472139404,37.63989176244081
255,55.72638478250165,37.869970435510794
256,55.79771913431575,37.595269040617275
257,55.941657848127505,37.55687786862273
258,55.815698279893695,37.468562254285395
259,55.71358837051792,37.59660603019818
260,55.795075175113475,37.46811231938418
261,55.65222352552027,37.67424036194659
262,55.74159627044558,37.39431861576169
263,55.79808890817757,37.64094305785208
264,55.849311904373664,37.40782881927938
265,55.79814627702989,37.82020918047168
266,55.80662214099446,37.72209596888296
267,55.765578646477366,37.656113916114705
268,55.71510090219143,37.789367376603295
269,55.7148985353735,37.44131811969264
270,55.61305487395635,37.69982193715156
271,55.73505146298147,37.46413959184745
272,55.7811420425923,37.66750529470067
273,55.74536553833278,37.68282982831726
274,55.8036831771677,37.71550462337027
275,55.766344281872406,37.38618337596234
276,55.69369842083978,37.82432285099411
277,55.9304788790232,37.54157171669895
